name,population
서울특별시,9765623
부산광역시,3441453
대구광역시,2461769
인천광역시,2954642
광주광역시,1459336
대전광역시,1489936
울산광역시,1155623
세종특별자치시,314126
경기도,13077153
강원도,1543052
충청북도,1599252
충청남도,2126282
전라북도,1836832
전라남도,1882970
경상북도,2676831
경상남도,3373988
제주특별자치도,667191
